window_idx,equipment_id,operating_mode,batch,anomaly_type,label
2992,EQ-004,high_load,v1,normal,0
4256,EQ-005,normal,v1,normal,0
1111,EQ-002,normal,v1,normal,0
1065,EQ-002,idle,v1,normal,0
2890,EQ-003,normal,v1,normal,0
1644,EQ-002,normal,v1,normal,0
2031,EQ-003,high_load,v1,normal,0
3525,EQ-004,normal,v1,normal,0
3419,EQ-004,normal,v1,normal,0
1618,EQ-002,normal,v1,bearing_degradation,1
2741,EQ-003,normal,v1,normal,0
3353,EQ-004,normal,v1,sensor_malfunction,1
451,EQ-001,normal,v1,bearing_degradation,1
2937,EQ-003,normal,v1,normal,0
2108,EQ-003,normal,v1,normal,0
4693,EQ-005,normal,v1,normal,0
3817,EQ-004,normal,v1,normal,0
2083,EQ-003,normal,v1,normal,0
3946,EQ-005,high_load,v1,normal,0
2486,EQ-003,normal,v1,normal,0
4031,EQ-005,normal,v1,normal,0
4585,EQ-005,normal,v1,bearing_degradation,1
1532,EQ-002,normal,v1,normal,0
4545,EQ-005,normal,v1,normal,0
4364,EQ-005,normal,v1,pressure_leak,1
2739,EQ-003,normal,v1,normal,0
4468,EQ-005,normal,v1,normal,0
4684,EQ-005,normal,v1,normal,0
3595,EQ-004,normal,v1,normal,0
4821,EQ-005,normal,v1,normal,0
1874,EQ-002,normal,v1,normal,0
2746,EQ-003,normal,v1,normal,0
4141,EQ-005,normal,v1,normal,0
2909,EQ-003,normal,v1,normal,0
2096,EQ-003,normal,v1,normal,0
3259,EQ-004,normal,v1,normal,0
1511,EQ-002,normal,v1,normal,0
4184,EQ-005,normal,v1,normal,0
4103,EQ-005,normal,v1,normal,0
1076,EQ-002,normal,v1,normal,0
1902,EQ-002,normal,v1,thermal_runaway,1
3833,EQ-004,normal,v1,normal,0
704,EQ-001,normal,v1,normal,0
3477,EQ-004,normal,v1,normal,0
1675,EQ-002,normal,v1,bearing_degradation,1
2761,EQ-003,normal,v1,normal,0
1802,EQ-002,normal,v1,normal,0
888,EQ-001,normal,v1,normal,0
4100,EQ-005,normal,v1,normal,0
1643,EQ-002,normal,v1,normal,0
1791,EQ-002,normal,v1,normal,0
1324,EQ-002,normal,v1,normal,0
2003,EQ-003,high_load,v1,pressure_leak,1
1892,EQ-002,normal,v1,sensor_malfunction,1
2299,EQ-003,normal,v1,bearing_degradation,1
176,EQ-001,normal,v1,normal,0
726,EQ-001,normal,v1,normal,0
1882,EQ-002,normal,v1,bearing_degradation,1
1067,EQ-002,idle,v1,normal,0
4007,EQ-005,normal,v1,normal,0
2246,EQ-003,normal,v1,normal,0
228,EQ-001,normal,v1,normal,0
3479,EQ-004,normal,v1,normal,0
3216,EQ-004,normal,v1,normal,0
2355,EQ-003,normal,v1,normal,0
557,EQ-001,normal,v1,normal,0
1024,EQ-002,high_load,v1,normal,0
484,EQ-001,normal,v1,normal,0
900,EQ-001,normal,v1,normal,0
4862,EQ-005,normal,v1,normal,0
1732,EQ-002,normal,v1,normal,0
3156,EQ-004,normal,v1,normal,0
1662,EQ-002,normal,v1,normal,0
2654,EQ-003,normal,v1,normal,0
1507,EQ-002,normal,v1,normal,0
1057,EQ-002,high_load,v1,normal,0
3613,EQ-004,normal,v1,normal,0
520,EQ-001,normal,v1,normal,0
2132,EQ-003,normal,v1,normal,0
4116,EQ-005,normal,v1,normal,0
2701,EQ-003,normal,v1,normal,0
1093,EQ-002,normal,v1,normal,0
4212,EQ-005,normal,v1,normal,0
1019,EQ-002,high_load,v1,normal,0
4134,EQ-005,normal,v1,normal,0
335,EQ-001,normal,v1,normal,0
2258,EQ-003,normal,v1,normal,0
1663,EQ-002,normal,v1,normal,0
330,EQ-001,normal,v1,normal,0
3416,EQ-004,normal,v1,normal,0
4459,EQ-005,normal,v1,bearing_degradation,1
2306,EQ-003,normal,v1,thermal_runaway,1
3965,EQ-005,high_load,v1,normal,0
1422,EQ-002,normal,v1,sensor_malfunction,1
314,EQ-001,normal,v1,normal,0
1446,EQ-002,normal,v1,normal,0
298,EQ-001,normal,v1,normal,0
641,EQ-001,normal,v1,normal,0
4589,EQ-005,normal,v1,normal,0
2205,EQ-003,normal,v1,normal,0
1015,EQ-002,high_load,v1,bearing_degradation,1
4654,EQ-005,normal,v1,normal,0
274,EQ-001,normal,v1,normal,0
400,EQ-001,normal,v1,sensor_malfunction,1
4747,EQ-005,normal,v1,normal,0
3292,EQ-004,normal,v1,normal,0
1771,EQ-002,normal,v1,normal,0
369,EQ-001,normal,v1,normal,0
3730,EQ-004,normal,v1,normal,0
3415,EQ-004,normal,v1,normal,0
4479,EQ-005,normal,v1,bearing_degradation,1
1245,EQ-002,normal,v1,normal,0
2783,EQ-003,normal,v1,pressure_leak,1
4590,EQ-005,normal,v1,pressure_leak,1
3008,EQ-004,high_load,v1,normal,0
3486,EQ-004,normal,v1,normal,0
2659,EQ-003,normal,v1,normal,0
2467,EQ-003,normal,v1,normal,0
4391,EQ-005,normal,v1,normal,0
2396,EQ-003,normal,v1,normal,0
973,EQ-001,normal,v1,normal,0
3057,EQ-004,idle,v1,normal,0
2819,EQ-003,normal,v1,normal,0
4856,EQ-005,normal,v1,normal,0
1440,EQ-002,normal,v1,normal,0
2606,EQ-003,normal,v1,normal,0
4488,EQ-005,normal,v1,normal,0
3754,EQ-004,normal,v1,normal,0
1331,EQ-002,normal,v1,normal,0
2227,EQ-003,normal,v1,normal,0
393,EQ-001,normal,v1,normal,0
391,EQ-001,normal,v1,normal,0
2464,EQ-003,normal,v1,normal,0
4517,EQ-005,normal,v1,normal,0
4531,EQ-005,normal,v1,normal,0
591,EQ-001,normal,v1,normal,0
3488,EQ-004,normal,v1,normal,0
4125,EQ-005,normal,v1,normal,0
4061,EQ-005,normal,v1,normal,0
4471,EQ-005,normal,v1,sensor_malfunction,1
13,EQ-001,cooldown,v1,normal,0
1530,EQ-002,normal,v1,normal,0
927,EQ-001,normal,v1,normal,0
2895,EQ-003,normal,v1,normal,0
4450,EQ-005,normal,v1,normal,0
1516,EQ-002,normal,v1,normal,0
1290,EQ-002,normal,v1,normal,0
4734,EQ-005,normal,v1,normal,0
4520,EQ-005,normal,v1,normal,0
1671,EQ-002,normal,v1,normal,0
3196,EQ-004,normal,v1,normal,0
2805,EQ-003,normal,v1,normal,0
579,EQ-001,normal,v1,normal,0
2772,EQ-003,normal,v1,normal,0
1871,EQ-002,normal,v1,normal,0
1075,EQ-002,normal,v1,normal,0
403,EQ-001,normal,v1,sensor_malfunction,1
4805,EQ-005,normal,v1,thermal_runaway,1
1260,EQ-002,normal,v1,normal,0
709,EQ-001,normal,v1,normal,0
2726,EQ-003,normal,v1,bearing_degradation,1
989,EQ-002,high_load,v1,normal,0
869,EQ-001,normal,v1,normal,0
4183,EQ-005,normal,v1,normal,0
4446,EQ-005,normal,v1,normal,0
4123,EQ-005,normal,v1,normal,0
635,EQ-001,normal,v1,normal,0
2846,EQ-003,normal,v1,normal,0
3365,EQ-004,normal,v1,normal,0
2882,EQ-003,normal,v1,normal,0
4647,EQ-005,normal,v1,normal,0
3121,EQ-004,normal,v1,normal,0
3986,EQ-005,high_load,v1,normal,0
1070,EQ-002,idle,v1,normal,0
1088,EQ-002,normal,v1,normal,0
2721,EQ-003,normal,v1,bearing_degradation,1
1428,EQ-002,normal,v1,normal,0
313,EQ-001,normal,v1,normal,0
500,EQ-001,normal,v1,normal,0
732,EQ-001,normal,v1,normal,0
1298,EQ-002,normal,v1,thermal_runaway,1
2361,EQ-003,normal,v1,normal,0
2247,EQ-003,normal,v1,normal,0
2687,EQ-003,normal,v1,sensor_malfunction,1
204,EQ-001,normal,v1,normal,0
1240,EQ-002,normal,v1,normal,0
4243,EQ-005,normal,v1,normal,0
4793,EQ-005,normal,v1,normal,0
2142,EQ-003,normal,v1,normal,0
3428,EQ-004,normal,v1,bearing_degradation,1
1622,EQ-002,normal,v1,normal,0
3919,EQ-005,cooldown,v1,normal,0
3391,EQ-004,normal,v1,pressure_leak,1
2274,EQ-003,normal,v1,normal,0
392,EQ-001,normal,v1,normal,0
995,EQ-002,high_load,v1,normal,0
3144,EQ-004,normal,v1,normal,0
4398,EQ-005,normal,v1,normal,0
131,EQ-001,high_load,v1,normal,0
1683,EQ-002,normal,v1,normal,0
4631,EQ-005,normal,v1,normal,0
4238,EQ-005,normal,v1,normal,0
540,EQ-001,normal,v1,normal,0
4199,EQ-005,normal,v1,normal,0
3017,EQ-004,high_load,v1,normal,0
1483,EQ-002,normal,v1,bearing_degradation,1
4131,EQ-005,normal,v1,normal,0
1202,EQ-002,normal,v1,normal,0
4559,EQ-005,normal,v1,normal,0
2536,EQ-003,normal,v1,normal,0
213,EQ-001,normal,v1,thermal_runaway,1
250,EQ-001,normal,v1,normal,0
1410,EQ-002,normal,v1,normal,0
1996,EQ-003,high_load,v1,bearing_degradation,1
3720,EQ-004,normal,v1,normal,0
4353,EQ-005,normal,v1,normal,0
2778,EQ-003,normal,v1,normal,0
2993,EQ-004,high_load,v1,normal,0
2705,EQ-003,normal,v1,normal,0
267,EQ-001,normal,v1,normal,0
3310,EQ-004,normal,v1,normal,0
1294,EQ-002,normal,v1,thermal_runaway,1
2578,EQ-003,normal,v1,thermal_runaway,1
259,EQ-001,normal,v1,thermal_runaway,1
4777,EQ-005,normal,v1,normal,0
3973,EQ-005,high_load,v1,normal,0
3734,EQ-004,normal,v1,normal,0
439,EQ-001,normal,v1,normal,0
3955,EQ-005,high_load,v1,normal,0
3790,EQ-004,normal,v1,pressure_leak,1
1743,EQ-002,normal,v1,bearing_degradation,1
2304,EQ-003,normal,v1,normal,0
1406,EQ-002,normal,v1,normal,0
3566,EQ-004,normal,v1,normal,0
1654,EQ-002,normal,v1,normal,0
2719,EQ-003,normal,v1,normal,0
3881,EQ-004,normal,v1,normal,0
3550,EQ-004,normal,v1,normal,0
1982,EQ-003,high_load,v1,normal,0
1384,EQ-002,normal,v1,sensor_malfunction,1
4616,EQ-005,normal,v1,normal,0
1629,EQ-002,normal,v1,normal,0
4819,EQ-005,normal,v1,normal,0
910,EQ-001,normal,v1,normal,0
887,EQ-001,normal,v1,normal,0
4040,EQ-005,normal,v1,normal,0
4115,EQ-005,normal,v1,normal,0
376,EQ-001,normal,v1,normal,0
1823,EQ-002,normal,v1,thermal_runaway,1
107,EQ-001,high_load,v1,normal,0
2818,EQ-003,normal,v1,normal,0
3046,EQ-004,high_load,v1,normal,0
4326,EQ-005,normal,v1,normal,0
521,EQ-001,normal,v1,normal,0
1496,EQ-002,normal,v1,normal,0
1213,EQ-002,normal,v1,pressure_leak,1
4108,EQ-005,normal,v1,bearing_degradation,1
1767,EQ-002,normal,v1,normal,0
1903,EQ-002,normal,v1,thermal_runaway,1
1521,EQ-002,normal,v1,normal,0
3504,EQ-004,normal,v1,normal,0
1890,EQ-002,normal,v1,sensor_malfunction,1
4241,EQ-005,normal,v1,normal,0
1891,EQ-002,normal,v1,sensor_malfunction,1
2308,EQ-003,normal,v1,thermal_runaway,1
2540,EQ-003,normal,v1,normal,0
81,EQ-001,high_load,v1,normal,0
3392,EQ-004,normal,v1,normal,0
2943,EQ-004,cooldown,v1,normal,0
4864,EQ-005,normal,v1,normal,0
3526,EQ-004,normal,v1,normal,0
3582,EQ-004,normal,v1,normal,0
1664,EQ-002,normal,v1,normal,0
4628,EQ-005,normal,v1,normal,0
3029,EQ-004,high_load,v1,normal,0
2131,EQ-003,normal,v1,normal,0
686,EQ-001,normal,v1,normal,0
630,EQ-001,normal,v1,bearing_degradation,1
4722,EQ-005,normal,v1,normal,0
2373,EQ-003,normal,v1,normal,0
3110,EQ-004,normal,v1,normal,0
258,EQ-001,normal,v1,thermal_runaway,1
3220,EQ-004,normal,v1,normal,0
2520,EQ-003,normal,v1,normal,0
3612,EQ-004,normal,v1,normal,0
3974,EQ-005,high_load,v1,normal,0
649,EQ-001,normal,v1,sensor_malfunction,1
838,EQ-001,normal,v1,normal,0
1095,EQ-002,normal,v1,normal,0
1794,EQ-002,normal,v1,normal,0
3514,EQ-004,normal,v1,normal,0
4727,EQ-005,normal,v1,normal,0
3442,EQ-004,normal,v1,sensor_malfunction,1
891,EQ-001,normal,v1,normal,0
57,EQ-001,high_load,v1,bearing_degradation,1
112,EQ-001,high_load,v1,normal,0
515,EQ-001,normal,v1,normal,0
2832,EQ-003,normal,v1,normal,0
3003,EQ-004,high_load,v1,normal,0
1197,EQ-002,normal,v1,normal,0
2167,EQ-003,normal,v1,normal,0
2650,EQ-003,normal,v1,pressure_leak,1
143,EQ-001,high_load,v1,normal,0
4417,EQ-005,normal,v1,normal,0
4612,EQ-005,normal,v1,normal,0
1764,EQ-002,normal,v1,normal,0
215,EQ-001,normal,v1,thermal_runaway,1
4416,EQ-005,normal,v1,normal,0
2511,EQ-003,normal,v1,thermal_runaway,1
1342,EQ-002,normal,v1,normal,0
4286,EQ-005,normal,v1,normal,0
389,EQ-001,normal,v1,normal,0
3524,EQ-004,normal,v1,normal,0
1753,EQ-002,normal,v1,normal,0
1615,EQ-002,normal,v1,bearing_degradation,1
2532,EQ-003,normal,v1,normal,0
3904,EQ-004,normal,v1,normal,0
4711,EQ-005,normal,v1,normal,0
3413,EQ-004,normal,v1,normal,0
1836,EQ-002,normal,v1,normal,0
3076,EQ-004,idle,v1,normal,0
2354,EQ-003,normal,v1,normal,0
3027,EQ-004,high_load,v1,normal,0
1693,EQ-002,normal,v1,normal,0
1252,EQ-002,normal,v1,normal,0
3214,EQ-004,normal,v1,normal,0
870,EQ-001,normal,v1,normal,0
833,EQ-001,normal,v1,normal,0
674,EQ-001,normal,v1,normal,0
312,EQ-001,normal,v1,normal,0
3450,EQ-004,normal,v1,normal,0
4542,EQ-005,normal,v1,normal,0
1970,EQ-003,high_load,v1,normal,0
4405,EQ-005,normal,v1,normal,0
3068,EQ-004,idle,v1,normal,0
2111,EQ-003,normal,v1,normal,0
4385,EQ-005,normal,v1,normal,0
3937,EQ-005,high_load,v1,normal,0
410,EQ-001,normal,v1,bearing_degradation,1
4278,EQ-005,normal,v1,normal,0
793,EQ-001,normal,v1,normal,0
881,EQ-001,normal,v1,normal,0
3804,EQ-004,normal,v1,normal,0
2448,EQ-003,normal,v1,normal,0
1157,EQ-002,normal,v1,normal,0
2823,EQ-003,normal,v1,normal,0
17,EQ-001,cooldown,v1,normal,0
4374,EQ-005,normal,v1,normal,0
759,EQ-001,normal,v1,normal,0
3664,EQ-004,normal,v1,normal,0
3840,EQ-004,normal,v1,normal,0
2994,EQ-004,high_load,v1,normal,0
190,EQ-001,normal,v1,normal,0
2530,EQ-003,normal,v1,normal,0
4089,EQ-005,normal,v1,sensor_malfunction,1
4388,EQ-005,normal,v1,normal,0
626,EQ-001,normal,v1,normal,0
592,EQ-001,normal,v1,normal,0
1501,EQ-002,normal,v1,normal,0
4055,EQ-005,normal,v1,normal,0
2356,EQ-003,normal,v1,normal,0
4318,EQ-005,normal,v1,normal,0
3007,EQ-004,high_load,v1,normal,0
4035,EQ-005,normal,v1,normal,0
3640,EQ-004,normal,v1,normal,0
4334,EQ-005,normal,v1,normal,0
1652,EQ-002,normal,v1,normal,0
4436,EQ-005,normal,v1,normal,0
253,EQ-001,normal,v1,normal,0
707,EQ-001,normal,v1,normal,0
133,EQ-001,high_load,v1,sensor_malfunction,1
747,EQ-001,normal,v1,normal,0
2471,EQ-003,normal,v1,normal,0
3239,EQ-004,normal,v1,normal,0
2390,EQ-003,normal,v1,normal,0
2115,EQ-003,normal,v1,normal,0
568,EQ-001,normal,v1,normal,0
3418,EQ-004,normal,v1,normal,0
370,EQ-001,normal,v1,normal,0
3771,EQ-004,normal,v1,normal,0
4102,EQ-005,normal,v1,normal,0
1841,EQ-002,normal,v1,normal,0
282,EQ-001,normal,v1,normal,0
721,EQ-001,normal,v1,normal,0
3710,EQ-004,normal,v1,bearing_degradation,1
2395,EQ-003,normal,v1,normal,0
577,EQ-001,normal,v1,normal,0
2477,EQ-003,normal,v1,normal,0
1909,EQ-002,normal,v1,normal,0
2839,EQ-003,normal,v1,normal,0
4679,EQ-005,normal,v1,normal,0
4639,EQ-005,normal,v1,normal,0
1383,EQ-002,normal,v1,normal,0
4875,EQ-005,normal,v1,normal,0
4291,EQ-005,normal,v1,normal,0
4776,EQ-005,normal,v1,normal,0
2369,EQ-003,normal,v1,normal,0
1192,EQ-002,normal,v1,normal,0
1271,EQ-002,normal,v1,normal,0
3995,EQ-005,high_load,v1,normal,0
1722,EQ-002,normal,v1,pressure_leak,1
2461,EQ-003,normal,v1,normal,0
4652,EQ-005,normal,v1,normal,0
320,EQ-001,normal,v1,normal,0
3424,EQ-004,normal,v1,normal,0
3726,EQ-004,normal,v1,normal,0
1703,EQ-002,normal,v1,normal,0
1361,EQ-002,normal,v1,normal,0
1162,EQ-002,normal,v1,normal,0
3226,EQ-004,normal,v1,normal,0
987,EQ-002,high_load,v1,normal,0
666,EQ-001,normal,v1,normal,0
4174,EQ-005,normal,v1,normal,0
4309,EQ-005,normal,v1,thermal_runaway,1
2240,EQ-003,normal,v1,normal,0
2555,EQ-003,normal,v1,normal,0
3205,EQ-004,normal,v1,normal,0
4230,EQ-005,normal,v1,normal,0
1567,EQ-002,normal,v1,normal,0
632,EQ-001,normal,v1,bearing_degradation,1
1453,EQ-002,normal,v1,normal,0
4800,EQ-005,normal,v1,thermal_runaway,1
904,EQ-001,normal,v1,bearing_degradation,1
3538,EQ-004,normal,v1,normal,0
1788,EQ-002,normal,v1,normal,0
3232,EQ-004,normal,v1,normal,0
544,EQ-001,normal,v1,normal,0
4362,EQ-005,normal,v1,pressure_leak,1
844,EQ-001,normal,v1,pressure_leak,1
2970,EQ-004,high_load,v1,normal,0
3882,EQ-004,normal,v1,normal,0
446,EQ-001,normal,v1,normal,0
3458,EQ-004,normal,v1,normal,0
1186,EQ-002,normal,v1,sensor_malfunction,1
2996,EQ-004,high_load,v1,normal,0
1486,EQ-002,normal,v1,normal,0
556,EQ-001,normal,v1,normal,0
4857,EQ-005,normal,v1,normal,0
4807,EQ-005,normal,v1,thermal_runaway,1
390,EQ-001,normal,v1,normal,0
3476,EQ-004,normal,v1,normal,0
395,EQ-001,normal,v1,normal,0
4780,EQ-005,normal,v1,normal,0
1301,EQ-002,normal,v1,thermal_runaway,1
803,EQ-001,normal,v1,pressure_leak,1
1466,EQ-002,normal,v1,normal,0
63,EQ-001,high_load,v1,normal,0
321,EQ-001,normal,v1,normal,0
3082,EQ-004,idle,v1,normal,0
1620,EQ-002,normal,v1,normal,0
1321,EQ-002,normal,v1,normal,0
936,EQ-001,normal,v1,normal,0
757,EQ-001,normal,v1,normal,0
2482,EQ-003,normal,v1,normal,0
499,EQ-001,normal,v1,normal,0
1880,EQ-002,normal,v1,normal,0
2017,EQ-003,high_load,v1,pressure_leak,1
3926,EQ-005,cooldown,v1,normal,0
2219,EQ-003,normal,v1,normal,0
3165,EQ-004,normal,v1,normal,0
74,EQ-001,high_load,v1,normal,0
4635,EQ-005,normal,v1,normal,0
2840,EQ-003,normal,v1,normal,0
2519,EQ-003,normal,v1,normal,0
2922,EQ-003,normal,v1,normal,0
1444,EQ-002,normal,v1,normal,0
2523,EQ-003,normal,v1,sensor_malfunction,1
2048,EQ-003,high_load,v1,normal,0
4112,EQ-005,normal,v1,bearing_degradation,1
4611,EQ-005,normal,v1,normal,0
1905,EQ-002,normal,v1,normal,0
4369,EQ-005,normal,v1,pressure_leak,1
3498,EQ-004,normal,v1,normal,0
2731,EQ-003,normal,v1,normal,0
4824,EQ-005,normal,v1,normal,0
325,EQ-001,normal,v1,normal,0
234,EQ-001,normal,v1,normal,0
70,EQ-001,high_load,v1,normal,0
49,EQ-001,high_load,v1,normal,0
3841,EQ-004,normal,v1,normal,0
4270,EQ-005,normal,v1,normal,0
596,EQ-001,normal,v1,normal,0
3871,EQ-004,normal,v1,normal,0
934,EQ-001,normal,v1,normal,0
2270,EQ-003,normal,v1,normal,0
3066,EQ-004,idle,v1,normal,0
2908,EQ-003,normal,v1,normal,0
1141,EQ-002,normal,v1,normal,0
149,EQ-001,high_load,v1,normal,0
4539,EQ-005,normal,v1,normal,0
1512,EQ-002,normal,v1,normal,0
3320,EQ-004,normal,v1,thermal_runaway,1
1459,EQ-002,normal,v1,normal,0
2245,EQ-003,normal,v1,normal,0
1116,EQ-002,normal,v1,normal,0
2788,EQ-003,normal,v1,pressure_leak,1
2751,EQ-003,normal,v1,normal,0
3562,EQ-004,normal,v1,normal,0
880,EQ-001,normal,v1,normal,0
3451,EQ-004,normal,v1,normal,0
117,EQ-001,high_load,v1,normal,0
137,EQ-001,high_load,v1,sensor_malfunction,1
4838,EQ-005,normal,v1,sensor_malfunction,1
275,EQ-001,normal,v1,normal,0
2352,EQ-003,normal,v1,normal,0
712,EQ-001,normal,v1,normal,0
4655,EQ-005,normal,v1,normal,0
4179,EQ-005,normal,v1,normal,0
4169,EQ-005,normal,v1,thermal_runaway,1
2310,EQ-003,normal,v1,thermal_runaway,1
3862,EQ-004,normal,v1,sensor_malfunction,1
324,EQ-001,normal,v1,normal,0
294,EQ-001,normal,v1,normal,0
631,EQ-001,normal,v1,bearing_degradation,1
1739,EQ-002,normal,v1,bearing_degradation,1
535,EQ-001,normal,v1,normal,0
72,EQ-001,high_load,v1,normal,0
3731,EQ-004,normal,v1,normal,0
1149,EQ-002,normal,v1,pressure_leak,1
1959,EQ-003,cooldown,v1,normal,0
372,EQ-001,normal,v1,normal,0
3396,EQ-004,normal,v1,normal,0
4524,EQ-005,normal,v1,normal,0
2868,EQ-003,normal,v1,normal,0
109,EQ-001,high_load,v1,normal,0
135,EQ-001,high_load,v1,sensor_malfunction,1
1050,EQ-002,high_load,v1,normal,0
4625,EQ-005,normal,v1,normal,0
2960,EQ-004,high_load,v1,normal,0
3633,EQ-004,normal,v1,normal,0
4744,EQ-005,normal,v1,normal,0
3212,EQ-004,normal,v1,normal,0
33,EQ-001,high_load,v1,normal,0
2706,EQ-003,normal,v1,normal,0
1942,EQ-002,normal,v1,normal,0
4178,EQ-005,normal,v1,normal,0
2702,EQ-003,normal,v1,normal,0
1385,EQ-002,normal,v1,sensor_malfunction,1
3338,EQ-004,normal,v1,normal,0
3182,EQ-004,normal,v1,normal,0
428,EQ-001,normal,v1,normal,0
2502,EQ-003,normal,v1,normal,0
1561,EQ-002,normal,v1,normal,0
2835,EQ-003,normal,v1,normal,0
1164,EQ-002,normal,v1,normal,0
1339,EQ-002,normal,v1,normal,0
1656,EQ-002,normal,v1,normal,0
262,EQ-001,normal,v1,normal,0
1517,EQ-002,normal,v1,normal,0
2859,EQ-003,normal,v1,normal,0
1158,EQ-002,normal,v1,normal,0
4882,EQ-005,normal,v1,sensor_malfunction,1
4490,EQ-005,normal,v1,normal,0
4414,EQ-005,normal,v1,normal,0
474,EQ-001,normal,v1,normal,0
3876,EQ-004,normal,v1,normal,0
4186,EQ-005,normal,v1,normal,0
2756,EQ-003,normal,v1,normal,0
3166,EQ-004,normal,v1,normal,0
1876,EQ-002,normal,v1,normal,0
4258,EQ-005,normal,v1,normal,0
4006,EQ-005,normal,v1,normal,0
4698,EQ-005,normal,v1,normal,0
1956,EQ-002,normal,v1,normal,0
3657,EQ-004,normal,v1,normal,0
2044,EQ-003,high_load,v1,normal,0
4649,EQ-005,normal,v1,normal,0
852,EQ-001,normal,v1,normal,0
4705,EQ-005,normal,v1,normal,0
3733,EQ-004,normal,v1,normal,0
1156,EQ-002,normal,v1,normal,0
4533,EQ-005,normal,v1,normal,0
4220,EQ-005,normal,v1,normal,0
364,EQ-001,normal,v1,normal,0
2658,EQ-003,normal,v1,normal,0
3574,EQ-004,normal,v1,normal,0
4708,EQ-005,normal,v1,normal,0
2444,EQ-003,normal,v1,normal,0
53,EQ-001,high_load,v1,normal,0
2327,EQ-003,normal,v1,normal,0
2025,EQ-003,high_load,v1,normal,0
4150,EQ-005,normal,v1,thermal_runaway,1
3703,EQ-004,normal,v1,normal,0
4156,EQ-005,normal,v1,normal,0
3762,EQ-004,normal,v1,normal,0
2463,EQ-003,normal,v1,normal,0
3691,EQ-004,normal,v1,normal,0
4167,EQ-005,normal,v1,thermal_runaway,1
4487,EQ-005,normal,v1,normal,0
4330,EQ-005,normal,v1,normal,0
3020,EQ-004,high_load,v1,normal,0
1812,EQ-002,normal,v1,normal,0
1127,EQ-002,normal,v1,normal,0
4470,EQ-005,normal,v1,sensor_malfunction,1
670,EQ-001,normal,v1,normal,0
1676,EQ-002,normal,v1,bearing_degradation,1
4299,EQ-005,normal,v1,normal,0
3078,EQ-004,idle,v1,normal,0
4688,EQ-005,normal,v1,normal,0
3255,EQ-004,normal,v1,normal,0
4207,EQ-005,normal,v1,normal,0
4456,EQ-005,normal,v1,bearing_degradation,1
1226,EQ-002,normal,v1,normal,0
2076,EQ-003,high_load,v1,normal,0
569,EQ-001,normal,v1,normal,0
2334,EQ-003,normal,v1,normal,0
1566,EQ-002,normal,v1,normal,0
0,EQ-001,cooldown,v1,normal,0
2056,EQ-003,high_load,v1,normal,0
727,EQ-001,normal,v1,normal,0
518,EQ-001,normal,v1,normal,0
1575,EQ-002,normal,v1,normal,0
18,EQ-001,cooldown,v1,normal,0
4600,EQ-005,normal,v1,normal,0
82,EQ-001,high_load,v1,normal,0
3426,EQ-004,normal,v1,normal,0
348,EQ-001,normal,v1,normal,0
1515,EQ-002,normal,v1,normal,0
4393,EQ-005,normal,v1,normal,0
1251,EQ-002,normal,v1,normal,0
719,EQ-001,normal,v1,normal,0
620,EQ-001,normal,v1,normal,0
358,EQ-001,normal,v1,pressure_leak,1
4001,EQ-005,high_load,v1,normal,0
3654,EQ-004,normal,v1,normal,0
2628,EQ-003,normal,v1,normal,0
1589,EQ-002,normal,v1,normal,0
2713,EQ-003,normal,v1,normal,0
584,EQ-001,normal,v1,normal,0
3080,EQ-004,idle,v1,normal,0
2842,EQ-003,normal,v1,normal,0
384,EQ-001,normal,v1,normal,0
1089,EQ-002,normal,v1,normal,0
4608,EQ-005,normal,v1,normal,0
1673,EQ-002,normal,v1,normal,0
3548,EQ-004,normal,v1,normal,0
1820,EQ-002,normal,v1,normal,0
3030,EQ-004,high_load,v1,normal,0
465,EQ-001,normal,v1,bearing_degradation,1
2982,EQ-004,high_load,v1,sensor_malfunction,1
3335,EQ-004,normal,v1,normal,0
1763,EQ-002,normal,v1,normal,0
4337,EQ-005,normal,v1,normal,0
1974,EQ-003,high_load,v1,normal,0
878,EQ-001,normal,v1,normal,0
4381,EQ-005,normal,v1,normal,0
4752,EQ-005,normal,v1,normal,0
1023,EQ-002,high_load,v1,normal,0
4813,EQ-005,normal,v1,normal,0
1177,EQ-002,normal,v1,sensor_malfunction,1
2322,EQ-003,normal,v1,normal,0
3254,EQ-004,normal,v1,normal,0
612,EQ-001,normal,v1,normal,0
2400,EQ-003,normal,v1,bearing_degradation,1
4447,EQ-005,normal,v1,normal,0
1547,EQ-002,normal,v1,normal,0
2598,EQ-003,normal,v1,normal,0
473,EQ-001,normal,v1,bearing_degradation,1
3682,EQ-004,normal,v1,normal,0
3537,EQ-004,normal,v1,normal,0
4547,EQ-005,normal,v1,normal,0
4508,EQ-005,normal,v1,normal,0
3423,EQ-004,normal,v1,normal,0
923,EQ-001,normal,v1,normal,0
2324,EQ-003,normal,v1,normal,0
2947,EQ-004,cooldown,v1,normal,0
786,EQ-001,normal,v1,normal,0
1388,EQ-002,normal,v1,sensor_malfunction,1
1766,EQ-002,normal,v1,normal,0
653,EQ-001,normal,v1,sensor_malfunction,1
1250,EQ-002,normal,v1,normal,0
1467,EQ-002,normal,v1,normal,0
2781,EQ-003,normal,v1,normal,0
2368,EQ-003,normal,v1,normal,0
1047,EQ-002,high_load,v1,normal,0
2787,EQ-003,normal,v1,pressure_leak,1
